,0
2368,"fresh tuna,mineral water,pancakes,tea,chocolate,escalope"
2369,"avocado,energy bar,muffins,french fries"
2370,"eggs,chocolate,escalope"
2371,"burgers,dessert wine,champagne,frozen smoothie,cookies,hot dogs,green tea"
2372,"shrimp,french fries,champagne,cookies,pancakes,yogurt cake,light mayo,green tea"
2373,"mineral water,salmon"
2374,"mineral water,soup,cooking oil"
2375,"burgers,milk,cream"
2376,"ground beef,mineral water,oil,barbecue sauce,frozen smoothie,brownies,white wine,green tea"
2377,"burgers,eggs"
2378,"avocado,milk,eggs,ham,chocolate,french fries,pancakes,green tea"
2379,cookies
2380,"shrimp,ground beef,spaghetti,olive oil,fromage blanc,eggs,low fat yogurt"
2381,"red wine,ground beef,salmon,eggs,whole wheat rice,cooking oil,french fries,frozen smoothie,champagne,cauliflower,low fat yogurt,honey"
2382,"shrimp,frozen vegetables,tomatoes,parmesan cheese,whole wheat pasta,ground beef,spaghetti,energy bar,pet food,cottage cheese"
2383,spaghetti
2384,cookies
2385,eggs
2386,"fresh tuna,spaghetti,flax seed,pancakes,hot dogs"
2387,"energy bar,brownies"
2388,"mineral water,whole wheat rice,cake"
2389,cookies
2390,"turkey,burgers,mineral water,cooking oil,chocolate bread,pancakes"
2391,"mineral water,green grapes,cooking oil"
2392,shrimp
2393,"turkey,grated cheese,tomato sauce,spaghetti,chocolate,eggs"
2394,"turkey,burgers,spaghetti,mineral water,chocolate,soup,avocado,milk,whole wheat rice,cake,brownies,pancakes,white wine"
2395,"milk,energy bar,escalope,white wine"
2396,"olive oil,flax seed,pancakes,light cream,oil,chicken"
2397,light mayo
2398,"turkey,eggs"
2399,"chocolate,herb & pepper,tomatoes,whole wheat pasta,spaghetti,mineral water,olive oil,vegetables mix,pancakes,hot dogs"
2400,"burgers,eggs"
2401,whole wheat rice
2402,"tomatoes,spaghetti,mineral water,olive oil,green tea"
2403,"chocolate,cottage cheese"
2404,"chocolate,butter,salmon,muffins,carrots,escalope,low fat yogurt,green tea"
2405,"burgers,frozen vegetables,spaghetti,chocolate,almonds,pancakes,eggs,whole wheat rice,fresh bread"
2406,"grated cheese,milk,energy bar,salmon,vegetables mix,eggs,bramble,escalope,gluten free bar,cauliflower"
2407,"fresh tuna,eggs,french fries,green tea"
2408,"shrimp,ground beef,pancakes,cooking oil,white wine"
2409,"eggs,cake,rice,french fries,frozen smoothie,yogurt cake"
2410,"frozen vegetables,mineral water,olive oil,brownies,low fat yogurt"
2411,"spaghetti,mineral water,olive oil,flax seed,eggs,green tea"
2412,"spaghetti,honey,low fat yogurt"
2413,candy bars
2414,"grated cheese,frozen vegetables,ground beef,olive oil,butter,salmon,blueberries,oil,chocolate,light mayo"
2415,"cake,chicken,barbecue sauce,strawberries,green tea"
2416,turkey
2417,"eggs,french fries"
2418,"whole wheat pasta,zucchini"
2419,"candy bars,green tea"
2420,candy bars
2421,brownies
2422,"burgers,almonds,chicken,light mayo,green tea"
2423,"red wine,spaghetti,cooking oil,chicken,extra dark chocolate,whole weat flour,frozen smoothie,strawberries,energy drink"
2424,cookies
2425,"spaghetti,strong cheese"
2426,"chocolate,mineral water,salmon,whole wheat rice,chicken,clothes accessories"
2427,"muffins,strawberries,honey"
2428,"shrimp,tomatoes,spaghetti,mineral water,chocolate,milk,bug spray"
2429,"vegetables mix,cake,rice"
2430,"fresh tuna,ham,chocolate,frozen vegetables,whole wheat pasta,black tea,strong cheese,cottage cheese,zucchini"
2431,"red wine,french wine,rice,green beans"
2432,"french fries,champagne,sandwich,strawberries,yogurt cake,green tea"
2433,"turkey,ground beef"
2434,cookies
2435,"vegetables mix,french fries,green tea"
2436,mineral water
2437,champagne
2438,cookies
2439,ground beef
2440,"burgers,pepper"
2441,"cookies,babies food"
2442,"frozen vegetables,pepper,cider,green tea,cookies,shallot,mushroom cream sauce,shampoo,low fat yogurt"
2443,"cake,french fries"
2444,"burgers,fresh tuna,avocado"
2445,cookies
2446,french fries
2447,"cookies,low fat yogurt"
2448,"cereals,brownies"
2449,"burgers,ham,grated cheese,ground beef,spaghetti,almonds,cooking oil,cereals,green tea,shampoo"
2450,"chocolate,french fries"
2451,"french fries,pancakes"
2452,eggs
2453,grated cheese
2454,vegetables mix
2455,french fries
2456,"cake,french fries"
2457,green tea
2458,"whole wheat rice,chocolate"
2459,milk
2460,escalope
2461,"tomatoes,mineral water,eggs,carrots,brownies"
2462,"red wine,spaghetti,salmon,vegetables mix,cereals,frozen smoothie"
2463,"cottage cheese,mint"
2464,"fresh tuna,olive oil,energy bar,pancakes,frozen smoothie"
2465,"chocolate,fresh bread,honey"
2466,"mineral water,melons,green tea"
2467,avocado
2468,candy bars
2469,"eggs,whole wheat rice"
2470,"whole wheat rice,chocolate,french fries,frozen smoothie,escalope,low fat yogurt,candy bars"
2471,"herb & pepper,ground beef,spaghetti,cooking oil,hot dogs,brownies,yogurt cake,cauliflower,low fat yogurt"
2472,"avocado,black tea,eggs"
2473,champagne
2474,chicken
2475,"burgers,eggs,french fries,pancakes"
2476,"mineral water,eggplant,low fat yogurt"
2477,"burgers,pickles,energy bar,pancakes,cake,hot dogs"
2478,cookies
2479,"shrimp,frozen vegetables,vegetables mix,green grapes,eggs,champagne"
2480,"burgers,escalope,pasta,mushroom cream sauce"
2481,"mineral water,low fat yogurt"
2482,"tomatoes,mineral water,cake,brownies,body spray,energy drink,green tea"
2483,"turkey,escalope"
2484,"shrimp,mineral water"
2485,champagne
2486,"turkey,herb & pepper,whole wheat rice,cooking oil,french fries,light mayo"
2487,"pancakes,fresh bread"
2488,"fresh tuna,frozen vegetables,tomatoes,parmesan cheese,whole wheat pasta,spaghetti,soup,avocado,milk,eggs,cooking oil,honey,yogurt cake,protein bar,fresh bread,magazines"
2489,"turkey,whole wheat rice,escalope"
2490,whole wheat rice
2491,"eggs,honey,brownies"
2492,"tomatoes,soda,hot dogs,body spray,energy drink"
2493,"burgers,ground beef,mineral water,eggs,whole wheat rice,cooking oil,french fries,cottage cheese,body spray"
2494,"ground beef,mineral water,eggs"
2495,"grated cheese,whole wheat rice,bug spray,pasta,green tea"
2496,"mineral water,milk,eggs,brownies,energy drink"
2497,energy bar
2498,"frozen vegetables,pancakes,low fat yogurt"
2499,"yogurt cake,honey"
2500,cake
2501,cereals
2502,"escalope,pasta,mushroom cream sauce"
2503,"olive oil,light mayo"
2504,cottage cheese
2505,"herb & pepper,ground beef,champagne,green tea"
2506,hot dogs
2507,"spaghetti,french fries,energy drink"
2508,"ham,shrimp,ground beef,mineral water,avocado,milk,brownies,protein bar"
2509,"mineral water,almonds,cottage cheese,light mayo"
2510,protein bar
2511,"red wine,candy bars"
2512,"mineral water,avocado,milk,almonds,eggs,french fries,melons"
2513,herb & pepper
2514,"vegetables mix,escalope"
2515,"tomatoes,milk"
2516,"milk,salmon"
2517,eggs
2518,"mineral water,vegetables mix,rice,light mayo"
2519,vegetables mix
2520,"muffins,cookies,green tea"
2521,"grated cheese,spinach,eggs,cooking oil,green tea,salad"
2522,strawberries
2523,"mineral water,cake,chicken,french fries,tomato juice"
2524,"mineral water,cereals"
2525,"chocolate,french fries"
2526,"burgers,mineral water,eggs"
2527,"mineral water,fresh bread"
2528,mineral water
2529,"mineral water,energy drink"
2530,"grated cheese,frozen vegetables,honey,french fries,escalope"
2531,soup
2532,"avocado,spinach,yogurt cake"
2533,brownies
2534,"pepper,spaghetti,cider,champagne"
2535,"champagne,cookies"
2536,green tea
2537,champagne
2538,"turkey,soup,gums"
2539,"honey,cookies"
2540,"grated cheese,herb & pepper,spaghetti,soup,olive oil,strong cheese,shampoo,green tea"
2541,"spaghetti,mineral water"
2542,grated cheese
2543,"whole wheat pasta,bug spray,cereals,french fries,escalope,salad"
2544,"turkey,ground beef,escalope,green tea"
2545,"ground beef,mineral water,french wine,light mayo,honey"
2546,"pickles,tomatoes,spinach,french fries"
2547,"chocolate,champagne,escalope"
2548,"french fries,green tea"
2549,"red wine,mineral water,green beans,french fries"
2550,"ground beef,pepper,spaghetti,mineral water,soup,milk,nonfat milk,brownies"
2551,"ground beef,pepper,spaghetti,soup,olive oil,carrots"
2552,french fries
2553,cookies
2554,nonfat milk
2555,energy bar
2556,tomatoes
2557,mint
2558,"grated cheese,mineral water"
2559,frozen smoothie
2560,frozen smoothie
2561,"frozen smoothie,hot dogs"
2562,frozen vegetables
2563,"milk,champagne"
2564,cookies
2565,cookies
2566,"chicken,eggs,light mayo,green tea"
2567,chocolate
2568,"french fries,escalope,pasta,mushroom cream sauce"
2569,low fat yogurt
2570,"mineral water,energy bar"
2571,mint
2572,"milk,french wine,chicken,escalope"
2573,"blueberries,champagne"
2574,black tea
2575,vegetables mix
2576,muffins
2577,"turkey,grated cheese,frozen vegetables,mineral water,olive oil,salmon,nonfat milk,cooking oil,low fat yogurt"
2578,french fries
2579,"meatballs,cake"
2580,"spinach,eggs,oil,chocolate,cookies,tomato juice,fresh bread"
2581,"spaghetti,cooking oil,green tea,cookies,zucchini"
2582,"turkey,grated cheese,mineral water,cake,french fries"
2583,"champagne,hot dogs"
2584,"burgers,butter"
2585,"chocolate,milk,eggs,protein bar,green tea"
2586,chocolate
2587,cauliflower
2588,"spaghetti,mineral water,chocolate,french fries,frozen smoothie,hot dogs,shampoo,low fat yogurt"
2589,"chocolate,muffins,cooking oil,french fries"
2590,"burgers,mineral water,pancakes,eggs,frozen smoothie"
2591,"turkey,grated cheese,tomatoes,ground beef,spaghetti,mineral water,meatballs,milk,chicken,eggs,whole wheat rice,french fries"
2592,"dessert wine,ground beef,spaghetti,mineral water,salmon,champagne"
2593,champagne
2594,"turkey,frozen vegetables,ground beef,mineral water,soup,avocado,salmon,cake,mint green tea,tea,low fat yogurt"
2595,ham
2596,"cookies,honey"
2597,"chocolate,french fries,pasta,champagne,green tea"
2598,"spaghetti,french wine,fromage blanc,cereals,carrots,cottage cheese,yogurt cake"
2599,"tomatoes,mineral water,avocado,meatballs,eggs,cereals"
2600,"spaghetti,mineral water,fromage blanc,honey,french fries,low fat yogurt"
2601,"milk,salmon"
2602,"ground beef,mineral water,eggs"
2603,green tea
2604,"butter,chocolate,french fries"
2605,"mineral water,avocado,meatballs"
2606,escalope
2607,"hot dogs,salad"
2608,escalope
2609,french fries
2610,chocolate
2611,"turkey,spaghetti,barbecue sauce,french fries,fresh bread"
2612,"frozen vegetables,spaghetti,mineral water,milk,eggs,extra dark chocolate,cottage cheese,pancakes,low fat yogurt"
2613,cookies
2614,"shrimp,frozen vegetables,muffins"
2615,soup
2616,"shrimp,frozen vegetables,spaghetti,mineral water,chocolate,olive oil,pancakes,chicken,hot dogs,cottage cheese,fresh bread,green tea"
2617,"shrimp,frozen vegetables,whole wheat rice,fresh bread"
2618,"spaghetti,french fries,escalope"
2619,"chocolate,french fries,brownies"
2620,"chocolate,ground beef,pepper,spaghetti,salmon,body spray"
2621,brownies
2622,"soup,body spray"
2623,oil
2624,"whole wheat pasta,ground beef,tomato sauce,spaghetti,mineral water,soup,chicken,cereals,cottage cheese,brownies,green tea"
2625,"turkey,red wine,mineral water,chicken,hot dogs"
2626,"grated cheese,herb & pepper,salmon,vegetables mix,bramble,cooking oil,fresh bread"
2627,"frozen vegetables,ground beef,mineral water,eggs,chocolate,fresh bread,white wine"
2628,"turkey,ham,mineral water,blueberries,light cream,carrots,escalope,fresh bread,green tea"
2629,"strong cheese,strawberries,honey"
2630,"grated cheese,ground beef,pepper,chocolate,french fries"
2631,"shrimp,frozen vegetables,ground beef,spaghetti,mineral water,milk,almonds,french wine,strong cheese,clothes accessories,chocolate,low fat yogurt"
2632,"escalope,champagne"
2633,cookies
2634,"shrimp,frozen vegetables,avocado,flax seed,cooking oil"
2635,"spaghetti,honey"
2636,"shrimp,ground beef,spaghetti,mineral water,olive oil,black tea,salmon,honey,light cream,cooking oil,extra dark chocolate,brownies,tomato juice"
2637,"mineral water,chicken,hot dogs,light mayo"
2638,"french fries,frozen smoothie,body spray,light mayo,toothpaste"
2639,spaghetti
2640,tomatoes
2641,cookies
2642,"frozen vegetables,spaghetti,mineral water,soup,meatballs,milk,olive oil,chicken,eggs,cake"
2643,"ground beef,pepper,spaghetti,cookies"
2644,"spaghetti,mineral water,milk,eggs,low fat yogurt"
2645,"ground beef,spaghetti,milk,eggs,light cream"
2646,chocolate
2647,mineral water
2648,"ground beef,mineral water,blueberries"
2649,"frozen vegetables,tomatoes,spaghetti,salmon,muffins,whole wheat rice,cake,light cream,carrots,green tea,french fries,champagne,frozen smoothie"
2650,"chocolate,soup,avocado,chicken,cookies,light mayo,green tea"
2651,"rice,french fries,body spray"
2652,"spaghetti,avocado,light mayo,white wine,magazines,toothpaste"
2653,"spaghetti,soup,milk,butter,whole wheat rice,chocolate,low fat yogurt,green tea"
2654,herb & pepper
2655,ground beef
2656,"mineral water,salmon,green tea"
2657,"herb & pepper,spaghetti"
2658,energy drink
2659,hot dogs
2660,"burgers,fresh tuna,parmesan cheese,spaghetti,chocolate,champagne,green tea"
2661,"frozen vegetables,vegetables mix,eggs,escalope,low fat yogurt"
2662,cookies
2663,"tomatoes,parmesan cheese,mineral water,milk,cider,whole wheat rice,gums,rice,carrots,escalope,low fat yogurt,mint"
2664,turkey
2665,spaghetti
2666,"burgers,herb & pepper,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,bacon,oil,extra dark chocolate,carrots,pancakes,low fat yogurt"
2667,"turkey,tomatoes,pepper,strong cheese,whole wheat rice,french fries,frozen smoothie,hot dogs,pancakes,babies food,green tea"
2668,"shrimp,mineral water,black tea,rice,cooking oil,chicken,chili,chocolate"
2669,"chocolate,grated cheese,salmon,french fries"
2670,"light cream,chicken,cereals,champagne,brownies"
2671,extra dark chocolate
2672,"pickles,frozen vegetables,tomatoes,spaghetti,mineral water,nonfat milk,cake,eggplant,melons,shampoo,tomato juice,mint"
2673,"turkey,eggs,cooking oil,french fries"
2674,"chocolate,soup,butter,chicken,cooking oil,green tea,hot dogs,brownies,white wine"
2675,"chocolate,spaghetti,mineral water,pancakes,oil,cooking oil,chicken,green tea,escalope,energy drink,light mayo,honey"
2676,"burgers,herb & pepper,mineral water,cake"
2677,"herb & pepper,spaghetti,cooking oil,french fries"
2678,"mineral water,vegetables mix,yogurt cake"
2679,"burgers,spaghetti"
2680,"spaghetti,mint"
2681,"pepper,blueberries"
2682,"burgers,ground beef,pepper,tomato sauce,spaghetti,butter,french wine,chicken,salmon,eggs,chocolate,french fries,escalope,mushroom cream sauce"
2683,"turkey,burgers,frozen vegetables,oil,corn,carrots,chocolate,champagne"
2684,"soda,cottage cheese,shampoo"
2685,"turkey,chutney"
2686,nonfat milk
2687,"whole wheat pasta,mineral water,vegetables mix,green grapes,eggs,french fries,green tea"
2688,"pepper,milk,muffins"
2689,"herb & pepper,ground beef,tomato sauce,yams,olive oil,chicken,burger sauce,oil,cooking oil,chili,carrots,ham,eggplant,frozen smoothie,toothpaste"
2690,"ground beef,mineral water,gums,cereals,frozen smoothie,cookies,shallot,brownies,tomato juice,low fat yogurt,green tea"
2691,french fries
2692,"mineral water,black tea,mashed potato"
2693,"shrimp,chocolate,avocado,fromage blanc,honey,carrots,melons,shampoo"
2694,"burgers,shrimp,mineral water,butter,strong cheese,salmon,tea,chocolate,frozen smoothie"
2695,sandwich
2696,french fries
2697,"soup,cereals,french fries"
2698,"mineral water,fromage blanc,bacon,cooking oil,barbecue sauce,cereals,green tea,chocolate"
2699,"turkey,grated cheese,frozen vegetables,ground beef,spaghetti,mineral water,soup,meatballs,milk,green grapes,strawberries"
2700,pancakes
2701,"spaghetti,fromage blanc,tea"
2702,green tea
2703,"frozen vegetables,spaghetti,meatballs,chutney,chicken,frozen smoothie,escalope,pancakes,toothpaste"
2704,"herb & pepper,milk,cake,french fries,yogurt cake"
2705,"olive oil,pancakes,chocolate,french fries"
2706,"frozen vegetables,tomatoes,spaghetti,meatballs,milk,olive oil,butter,cooking oil,chicken,brownies"
2707,"butter,cookies"
2708,"ground beef,gums,energy drink"
2709,"turkey,burgers,chocolate,avocado,cider,honey,cake,green tea,brownies"
2710,"tomatoes,spaghetti,mineral water,meatballs,milk,chicken,rice,frozen smoothie,shampoo,tomato juice,cauliflower,candy bars"
2711,"tomatoes,black tea"
2712,olive oil
2713,cookies
2714,oil
2715,"honey,escalope"
2716,"french fries,energy drink"
2717,tomato juice
2718,escalope
2719,"avocado,milk,whole wheat rice,cake,french fries,cottage cheese,body spray"
2720,"cereals,yogurt cake,mint"
2721,cookies
2722,"turkey,french fries,green tea"
2723,"burgers,spaghetti,chicken,pancakes,french fries"
2724,"butter,chicken,cider,eggs"
2725,"champagne,yogurt cake"
2726,extra dark chocolate
2727,"chocolate,french fries"
2728,"ham,chocolate,whole wheat pasta,milk,olive oil,chicken,bacon,whole wheat rice,cottage cheese"
2729,"chocolate,escalope"
2730,"grated cheese,tomatoes"
2731,"frozen vegetables,tomatoes,french fries,champagne"
2732,"shrimp,tomatoes,ground beef,spaghetti,chocolate,butter,salmon,cake,cooking oil,chicken,chili,french fries,escalope,cottage cheese,hand protein bar"
2733,"eggs,french fries,cookies"
2734,"ham,energy drink"
2735,"whole wheat rice,chocolate,energy drink"
2736,chocolate
2737,"turkey,butter,oil,chocolate,cookies"
2738,"grated cheese,shrimp,tomatoes,ground beef,spaghetti,avocado,meatballs,almonds,fromage blanc,frozen smoothie,pancakes,green tea"
2739,"milk,french wine,eggs,whole weat flour,french fries,champagne,yogurt cake,tomato juice,fresh bread"
2740,french fries
2741,cookies
2742,cake
2743,"shrimp,tomato sauce,spaghetti,soup"
2744,shrimp
2745,"burgers,pancakes,cake,chocolate,low fat yogurt"
2746,"herb & pepper,pancakes"
2747,"red wine,ketchup"
2748,"bacon,honey,french fries"
2749,"frozen smoothie,strawberries"
2750,"pickles,tomatoes,spaghetti,pancakes,cooking oil,escalope,low fat yogurt"
2751,"chocolate,spaghetti,escalope,cookies,sandwich,pancakes,low fat yogurt,mint"
2752,"mineral water,avocado,french fries,escalope"
2753,"fresh tuna,ground beef,spaghetti,avocado,whole wheat rice,rice,cooking oil,chocolate,frozen smoothie,mushroom cream sauce"
